species,taxonKeys,Kingdom,Phylum,Class,Order,Family,Genus
Vespula maculifrons,1311693,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula
Xylocopa virginica,1342324,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa
Anasaitis canosa,2177101,Animalia,Arthropoda,NA,Araneae,Salticidae,Anasaitis
Argiope aurantia,5171022,Animalia,Arthropoda,NA,Araneae,Araneidae,Argiope
Gasteracantha cancriformis,2158546,Animalia,Arthropoda,NA,Araneae,Araneidae,Gasteracantha
Lyssomanes viridis,2168060,Animalia,Arthropoda,NA,Araneae,Salticidae,Lyssomanes
Ambystoma maculatum,2431951,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma
Ambystoma opacum,2432006,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma
Dryophytes chrysoscelis,10863553,Animalia,Chordata,Amphibia,Anura,Hylidae,Dryophytes
Dryophytes cinereus,10810025,Animalia,Chordata,Amphibia,Anura,Hylidae,Dryophytes
Eurycea cirrigera,5218366,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea
Lithobates clamitans,2427172,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates
Plethodon glutinosus,2431539,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon
Plethodon serratus,2431510,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon
Archilochus colubris,5228514,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus
Baeolophus bicolor,2487887,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus
Buteo lineatus,2480529,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo
Buteo platypterus,2480538,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo
Butorides virescens,9539567,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides
Cairina moschata,9751099,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina
Cardinalis cardinalis,2490384,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis
Catharus ustulatus,2490821,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus
Chaetura pelagica,4409023,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura
Contopus virens,5229734,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus
Coragyps atratus,2481942,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps
Corvus ossifragus,2482481,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus
Cyanocitta cristata,2482593,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta
Dryocopus pileatus,5228824,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus
Dumetella carolinensis,2494936,Animalia,Chordata,Aves,Passeriformes,Mimidae,Dumetella
Euphagus carolinus,2484184,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus
Haemorhous purpureus,7804446,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous
Helmitheros vermivorum,2489603,Animalia,Chordata,Aves,Passeriformes,Parulidae,Helmitheros
Hylocichla mustelina,2490872,Animalia,Chordata,Aves,Passeriformes,Turdidae,Hylocichla
Icterus galbula,2484340,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus
Icterus spurius,5229935,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus
Leiothlypis peregrina,7415507,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis
Melanerpes carolinus,2478106,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes
Melanerpes erythrocephalus,2478130,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes
Meleagris gallopavo,9606290,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris
Melospiza georgiana,2492235,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melospiza
Mniotilta varia,2489613,Animalia,Chordata,Aves,Passeriformes,Parulidae,Mniotilta
Myiarchus crinitus,2483597,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus
Parkesia motacilla,6093862,Animalia,Chordata,Aves,Passeriformes,Parulidae,Parkesia
Parkesia noveboracensis,6093856,Animalia,Chordata,Aves,Passeriformes,Parulidae,Parkesia
Passerella iliaca,2491872,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Passerella
Passerina cyanea,2490327,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina
Pheucticus ludovicianus,2490494,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Pheucticus
Pipilo erythrophthalmus,2491205,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Pipilo
Piranga olivacea,2488517,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga
Poecile carolinensis,2487844,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile
Quiscalus quiscula,2484155,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus
Regulus satrapa,2484591,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus
Sayornis phoebe,2483606,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis
Setophaga americana,6093345,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Setophaga caerulescens,7341828,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Setophaga citrina,6093374,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Setophaga discolor,7341789,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Setophaga dominica,7341800,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Setophaga magnolia,6093209,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Setophaga palmarum,7341822,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Setophaga pinus,7341816,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Setophaga ruticilla,2489985,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Setophaga striata,6092935,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Setophaga tigrina,6093357,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Setophaga virens,6092631,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
Sitta pusilla,2484904,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta
Sphyrapicus varius,2478605,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus
Spizella pusilla,2492096,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella
Strix varia,2497541,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix
Thryothorus ludovicianus,2493801,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Thryothorus
Toxostoma rufum,9479809,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma
Tringa solitaria,2481710,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa
Troglodytes hiemalis,7340825,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes
Tyrannus tyrannus,5229688,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus
Vireo flavifrons,2487453,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo
Vireo griseus,2487413,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo
Vireo olivaceus,2487430,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo
Vireo solitarius,2487456,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo
Didelphis virginiana,2439923,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis
Odocoileus virginianus,2440965,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus
Sciurus carolinensis,5219681,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus
Sylvilagus floridanus,2436886,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus
Tamias striatus,2437438,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias
Agkistrodon contortrix,9215881,Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon
Anolis carolinensis,2466939,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis
Carphophis amoenus,2457092,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Carphophis
Diadophis punctatus,8763701,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Diadophis
Lampropeltis getula,9799308,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis
Nerodia sipedon,5223334,Animalia,Chordata,Reptilia,Squamata,Natricidae,Nerodia
Pantherophis alleghaniensis,7453543,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis
Plestiodon fasciatus,5789613,Animalia,Chordata,Reptilia,Squamata,Scincidae,Plestiodon
Storeria dekayi,9056579,Animalia,Chordata,Reptilia,Squamata,Natricidae,Storeria
Terrapene carolina,2443173,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene
Thamnophis sirtalis,2457522,Animalia,Chordata,Reptilia,Squamata,Natricidae,Thamnophis
Bipalium kewense,2502938,Animalia,Platyhelminthes,NA,Tricladida,Geoplanidae,Bipalium
Scolopendra heros,5179407,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra
Oxidus gracilis,1017419,Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Oxidus
Abaeis nicippe,1920621,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Abaeis
Acanalonia conica,2064632,Animalia,Arthropoda,Insecta,Hemiptera,Acanaloniidae,Acanalonia
Acanthocephala terminalis,5156079,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Acanthocephala
Achyra rantalis,1892488,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Achyra
Acmaeodera flavomarginata,6003233,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Acmaeodera
Acmaeodera ornatoides,6003368,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Acmaeodera
Acrolophus piger,5122526,Animalia,Arthropoda,Insecta,Lepidoptera,Acrolophidae,Acrolophus
Acrolophus texanella,5122538,Animalia,Arthropoda,Insecta,Lepidoptera,Acrolophidae,Acrolophus
Agrotis ipsilon,1771245,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis
Agrotis subterranea,1771094,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis
Aidemona azteca,1705455,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Aidemona
Allograpta obliqua,1540915,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Allograpta
Alypia octomaculata,1776476,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Alypia
Amorpha juglandis,5123775,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Amorpha
Anacamptodes defectaria,1976280,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Anacamptodes
Anaea andria,1907235,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Anaea
Anax junius,5051741,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax
Anax longipes,5051744,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax
Anicla infecta,1761892,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Anicla
Antheraea polyphemus,1866570,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Antheraea
Anthocharis midea,1919711,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis
Aphis nerii,2072196,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis
Aphylla angustifolia,1425771,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Aphylla
Archilestes grandis,5051705,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Archilestes
Archips argyrospila,1746789,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips
Archips grisea,1746949,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips
Argia immunda,5051407,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
Argia moesta,5051399,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
Argia plana,5051517,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
Argia sedula,5051506,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
Argia translata,5051372,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
Argyria nivalis,5126718,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Argyria
Arigomphus lentulus,1425907,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus
Arigomphus submedianus,1425904,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus
Ascalapha odorata,1775796,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ascalapha
Asphaera lustrans,1048789,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Asphaera
Asterocampa clyton,1898431,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Asterocampa
Atalopedes campestris,1948826,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Atalopedes
Atlides halesus,1923505,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Atlides
Atta texana,5035741,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta
Atteva aurea,1830674,Animalia,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Atteva
Bactra verutana,1747740,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Bactra
Balclutha rubrostriatus,2044163,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Balclutha
Banasa euchlora,2078931,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Banasa
Basiaeschna janata,1425286,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Basiaeschna
Battus philenor,5141342,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Battus
Brachygastra mellifica,1310047,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Brachygastra
Brachymesia furcata,1427976,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia
Brachymesia gravida,1427975,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia
Brechmorhoga mendax,1429354,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brechmorhoga
Caenurgina erechtea,1789193,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caenurgina
Callicista columella,1929129,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Callicista
Calycopis isobeon,1922865,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Calycopis
Camponotus festinatus,5034159,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus
Camponotus texanus,5033509,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus
Cannaphila insularis,1428891,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Cannaphila
Carabus finitimus,7754471,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus
Catocala ilia,1797375,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala
Catocala maestosa,9410076,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala
Catocala micronympha,1797111,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala
Celithemis eponina,1428517,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis
Celithemis fasciata,1428523,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis
Chinavia hilaris,10671194,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Chinavia
Chioides catillus,1948446,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Chioides
Chlosyne nycteis,1914458,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne
Choephora fungorum,1782523,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Choephora
Chortophaga viridifasciata,1711777,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Chortophaga
Chrysopa quadripunctata,2105859,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa
Chrysoperla rufilabris,2105457,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysoperla
Cisseps fulvicollis,1810469,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Cisseps
Clepsis peritana,4530608,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Clepsis
Cobubatha quadrifera,1783796,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cobubatha
Colias eurytheme,5137694,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias
Copaeodes minima,1942526,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Copaeodes
Copestylum mexicanum,1543768,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Copestylum
Costaconvexa centrostrigaria,4524223,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Costaconvexa
Cotinis nitida,1077495,Animalia,Arthropoda,Insecta,Coleoptera,Cetoniidae,Cotinis
Crematogaster laeviuscula,1324376,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster
Cryptothelea gloverii,1854143,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Cryptothelea
Curtara insularis,2041870,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Curtara
Cycloneda sanguinea,1043105,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda
Cyclophora nanaria,5149753,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora
Cydia latiferreana,1737964,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia
Danaus gilippus,5714299,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus
Diabrotica undecimpunctata,1048501,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica
Diastictis fracturalis,5127378,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Diastictis
Dicromantispa interrupta,2107995,Animalia,Arthropoda,Insecta,Neuroptera,Mantispidae,Dicromantispa
Didymops transversa,5052244,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Didymops
Dorcaschema alternatum,1124068,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Dorcaschema
Dromogomphus spoliatus,1426436,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Dromogomphus
Dryas iulia,5128034,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dryas
Dythemis fugax,1429508,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Dythemis
Dythemis nigrescens,1429507,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Dythemis
Dythemis velox,1429503,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Dythemis
Eacles imperialis,1865107,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Eacles
Eburia mutica,5997018,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Eburia
Ecdytolopha mana,1741131,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ecdytolopha
Echinargus isola,1924176,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Echinargus
Elaphria chalcedonia,1780309,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Elaphria
Elaphria festivoides,1780414,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Elaphria
Eleodes goryi,9432940,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes
Enallagma basidens,5051252,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma
Enallagma civile,5051321,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma
Episemasia cervinaria,1967127,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Episemasia
Epitheca petechialis,4302541,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca
Epitheca princeps,4302543,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca
Eristalis stipator,1541299,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis
Erpetogomphus designatus,1426633,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Erpetogomphus
Erynnis funeralis,5977260,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis
Erythemis vesiculosa,1429338,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis
Erythrodiplax umbrata,1429049,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax
Estigmene acrea,1813415,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Estigmene
Eubolina impartialis,1791372,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eubolina
Euchromius ocellea,1891167,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Euchromius
Euclea incisa,5105369,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Euclea
Eumarozia malachitana,1743461,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eumarozia
Eumorpha vitis,5123979,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Eumorpha
Euodynerus pratensis,5037721,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Euodynerus
Euphoria kernii,7417707,Animalia,Arthropoda,Insecta,Coleoptera,Cetoniidae,Euphoria
Eupithecia miserulata,1982613,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia
Euptychia cymela,5133009,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euptychia
Evania appendigaster,1249184,Animalia,Arthropoda,Insecta,Hymenoptera,Evaniidae,Evania
Evergestis rimosalis,1891488,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Evergestis
Fixsenia favonius,1931784,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Fixsenia
Galasa nigrinodis,1871175,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Galasa
Galgula partita,1787438,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Galgula
Glaphyria sesquistrialis,5127116,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Glaphyria
Glena quinquelinearia,1965671,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Glena
Glenoides texanaria,1987301,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Glenoides
Gomphurus externus,1425596,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphurus
Gomphurus vastus,1425585,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphurus
Halictus ligatus,1353451,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus
Helicoverpa zea,1792564,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Helicoverpa
Hemiargus ceraunus,1927988,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Hemiargus
Hermetia illucens,1577153,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Hermetia
Herpetogramma bipunctalis,1882941,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Herpetogramma
Hetaerina americana,1427142,Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Hetaerina
Hetaerina titia,1427158,Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Hetaerina
Hileithia magualis,10874932,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hileithia
Homalodisca vitripennis,2044814,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Homalodisca
Hyalophora cecropia,1865839,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hyalophora
Hymenia perspectalis,1886374,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hymenia
Hypena scabra,9579730,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena
Hypercompe scribonia,1811079,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Hypercompe
Hyphantria cunea,1817797,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hyphantria
Hypocritanus fascipennis,10880717,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Hypocritanus
Hypoprepia fucosa,1806737,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Hypoprepia
