"species","taxonKeys","Kingdom","Phylum","Class","Order","Family","Genus","fileName","AUCtest","AUCdiff","CBItest","threshold","nobs","nthin","importantVars","importantValue","percentContribution","Features","Regularization","AUCtrain"
"Aeshna canadensis",1425205,"Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","Aeshna_canadensis.csv",0.725363275988048,0.132856055258409,0.731,0.61284603,1282,1274,"AHM;CMD;DD18;EXT;Eref;MCMT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","0;20.4195;24.2824;8.8797;0;27.813;3.4186;0;0;12.0209;0;0.5937;0;0.6969;1.8754","0;38.0775;17.5033;5.7813;0;25.4788;2.0672;0.5009;0;1.3721;7.5826;0.0911;0;0.0692;1.4759","Q",3,0.717509082677622
"Aeshna interrupta",1425268,"Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","Aeshna_interrupta.csv",0.662004655014155,0.127652614901521,0.7465,0.64197314,1236,1223,"AHM;CMD;DD18;EXT;Eref;MCMT;PAS;PPT_at;PPT_sm;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP;eFFP","9.2328;12.2685;21.264;2.632;0.8953;4.5818;19.3994;6.0818;4.7085;0.8538;0.4232;0.3516;0.0078;8.7043;8.4761;0.1191","2.7852;14.936;20.2743;0.4607;1.0758;3.9622;26.9067;1.8742;4.0089;0.2793;0.7348;2.4342;0;4.359;15.6743;0.2343","P",0.5,0.714204708960397
"Aeshna palmata",1425279,"Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","Aeshna_palmata.csv",0.772847636362425,0.115761759916889,0.94175,0.60049464,918,908,"AHM;CMD;DD18;DD_0;EMT;EXT;PAS;PPT_at;PPT_sm;PPT_sp;RH;SHM;Tave_sp;bFFP","15.2202;18.0565;5.627;14.4562;6.0749;3.1213;4.06;0;6.8132;3.562;6.4371;4.1916;3.3616;9.0184","4.309;12.2183;10.8927;17.7275;6.0083;4.0955;4.6587;7.5889;1.3219;4.6678;17.5476;2.6307;0.3207;6.0125","P",0.5,0.773491538262204
"Aeshna umbrosa",1425250,"Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","Aeshna_umbrosa.csv",0.774840895797094,0.100581021787941,0.939,0.52020628,2193,2178,"AHM;CMD;DD18;DD_0;EMT;EXT;Eref;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","7.4618;4.3353;25.2469;9.1286;2.9236;0;0.5186;0;20.3043;0.7291;1.292;1.0793;0.2365;0;26.1447;0.5994","2.7175;11.1515;28.1801;15.471;7.9406;1.622;3.0438;0.4283;24.8922;0.2592;0.6376;0.1984;0.3212;0;0.7393;2.3973","P",2.5,0.778264376089426
"Agama agama",5226308,"Animalia","Chordata","Reptilia","Squamata","Agamidae","Agama","Agama_agama.csv",0.846275551684088,0.0819860974287434,0.87375,0.51459064,184,166,"AHM;CMD;CMI;EXT;Eref;MAP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","0;38.7429;0;0.447;0;1.8701;0.3558;36.8455;0;19.4308;1.7698;0.5382;0;0","0.3141;7.4399;0;0.0347;0.1038;0.7595;3.2586;70.4159;0;13.3146;1.2707;0.2075;2.8807;0","L",0.5,0.927378806564842
"Agapornis personatus",2479553,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Agapornis","Agapornis_personatus.csv",0.624795967477677,0.17082121596898,0.66225,0.68618478,17,17,"AHM;EMT;EXT;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","0;0;0;56.6763;0;12.1916;0;0;31.1321;0;0;0","0;0;0;39.8583;0;50.8653;0;0;9.2764;0;0;0","H",3,0.710057524587122
"Agapornis roseicollis",9770031,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Agapornis","Agapornis_roseicollis.csv",0.893158897036314,0.0478549618885742,0.845,0.58299555,196,189,"AHM;DD18;EXT;Eref;MCMT;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","5.7524;16.4468;0.2012;12.2428;0;13.1202;0;1.0769;0;0.576;26.3209;0;24.2628","10.6445;0.138;0.0606;0.4665;0;59.0889;0.1171;7.4664;13.9422;0.0725;0.719;0.0321;7.2523","L",1,0.90056328399025
"Agapostemon melliventris",5042878,"Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Agapostemon","Agapostemon_melliventris.csv",0.749232618687105,0.0761266025288708,0.84225,0.50886744,208,203,"AHM;CMD;DD_0;EXT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","19.7353;7.5559;6.7445;0;0.2982;6.2779;6.1481;11.0543;3.6805;7.2268;24.126;7.1525","7.4902;2.6821;2.3655;10.532;1.1175;3.1179;3.9801;8.2284;16.7305;20.0981;8.7107;14.9472","P",1.5,0.78347621398182
"Agapostemon sericeus",5042857,"Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Agapostemon","Agapostemon_sericeus.csv",0.720614366328599,0.147510273704664,0.75925,0.60404709,240,234,"AHM;CMD;CMI;DD_0;EXT;Eref;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","6.2629;2.9687;0;0;14.5769;18.319;1.8506;30.6665;4.6165;2.2634;0;8.5322;7.4068;2.5364;0","0.4161;0.2385;0;1.4115;1.2474;10.6086;5.4495;27.2245;0.445;0.9688;5.6929;3.4886;1.9188;40.6243;0.2655","Q",0.5,0.733545905232652
"Agapostemon texanus",5042859,"Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Agapostemon","Agapostemon_texanus.csv",0.801172178213324,0.0682146945955436,0.88475,0.54690812,668,639,"AHM;CMD;CMI;DD18;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","0.3664;1.9099;13.0535;14.0456;0.82;1.5659;1.5189;0.4716;0.2183;12.5146;3.4395;15.2518;0.8541;0.2719;7.9967;1.0837;24.6175","2.7008;0.9283;0.6319;7.8487;1.3682;0.4105;4.4179;8.4629;3.2069;23.3423;2.0338;6.2444;7.0994;10.2266;7.7417;0.1461;13.1895","H",0.5,0.866281996563687
"Agapostemon virescens",5042879,"Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Agapostemon","Agapostemon_virescens.csv",0.768500530392586,0.0820035698268723,0.93125,0.55918442,1656,1631,"AHM;CMD;CMI;DD18;DD_0;EMT;EXT;Eref;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","2.8249;8.2652;0.3209;7.8627;7.1184;3.4238;1.8408;13.8336;9.4265;5.1865;4.7335;12.1065;14.5161;0.9648;7.5757;0","0.6228;0.9057;0.09;23.1443;1.6925;1.2239;1.9714;6.2543;2.9084;10.0419;2.1961;10.2532;23.4723;12.444;2.7792;0","LQH",0.5,0.845800899217931
"Agelaius tricolor",2484445,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius_tricolor.csv",0.682946939929985,0.132201023692647,0.9505,0.61849101,2950,2899,"AHM;CMD;DD_0;EXT;MCMT;PAS;PPT_sm;PPT_sp;RH;SHM;Tave_sp","20.599;34.5568;10.9984;0;0;0;11.9844;9.5154;2.8022;0.4699;9.074","8.8131;1.1702;28.6462;0;20.8917;0;23.749;14.3759;0.3828;0.1792;1.7919","Q",2.5,0.834149519578875
"Agkistrodon contortrix",9215881,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Agkistrodon","Agkistrodon_contortrix.csv",0.75703127642035,0.113177078096093,0.70825,0.60599015,3243,3231,"AHM;DD_0;EXT;Eref;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH","7.4839;7.4224;3.501;0.0096;2.3007;4.4521;0.5781;21.5864;33.4969;3.0182;13.8589;2.2919","3.7514;5.0757;6.6991;0.008;0.9393;4.335;11.574;18.4666;17.4846;1.7253;28.9795;0.9615","LQHP",1.5,0.740213049667583
"Agkistrodon piscivorus",9105722,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Agkistrodon","Agkistrodon_piscivorus.csv",0.648417066448308,0.174577972577269,0.7015,0.629019,2455,2426,"AHM;CMD;DD_0;EMT;EXT;Eref;MAP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","0;0;1.1282;0;3.6361;0;4.6263;5.938;32.0115;12.9796;12.5965;6.674;16.8359;3.5737;0","0;0;0.6334;0;0.4279;0;0.1796;0.4951;33.2703;30.2721;21.8515;0.9458;5.0222;6.902;0","H",2,0.736968164967816
"Aglais milberti",1894896,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Aglais","Aglais_milberti.csv",0.712469345890184,0.1206646463269,0.84775,0.66206196,1359,1351,"AHM;CMD;DD18;EMT;EXT;Eref;MCMT;PAS;PPT_at;PPT_sm;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","0;10.1401;10.6246;1.0547;4.6983;0.9982;17.0608;29.2541;10.6894;6.5104;1.8704;1.2385;0.0641;0.2678;0;5.5285","0.5615;24.5151;11.3777;15.161;1.7839;7.6655;6.912;19.7813;3.4122;2.498;0.7415;3.8335;0.829;0.0179;0;0.9097","P",1.5,0.731829815730184
"Agraulis vanillae",1907711,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Agraulis","Agraulis_vanillae.csv",0.714538422240618,0.163867457978958,0.8505,0.57957568,6950,6531,"AHM;CMD;DD_0;EMT;EXT;Eref;MAP;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp","0.9286;35.2148;16.8786;18.8758;0;0;7.6843;0.9829;0;0.9672;0;2.097;15.9497;0;0.08;0.3411;0","0.1678;34.483;11.5315;0.4304;0;0;0.2939;3.8924;0;42.0953;0;3.4054;3.0575;0;0.2248;0.4179;0","LQ",1,0.809746610952853
"Agrilus planipennis",5878492,"Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Agrilus","Agrilus_planipennis.csv",0.715399592789499,0.1558892007266,0.87225,0.6092151,570,570,"AHM;CMD;DD_0;EXT;MAP;MSP;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","3.2884;0;8.5652;11.675;14.8206;0;14.8887;0.5778;6.1261;19.932;4e-04;16.9733;3.1525","0.6412;1.7962;12.6009;8.0938;4.9629;0;7.1999;1.0268;1.1198;14.6899;0.5187;46.8114;0.5385","Q",0.5,0.730033964765008
"Agrilus ruficollis",6004139,"Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Agrilus","Agrilus_ruficollis.csv",0.746274338938857,0.0828789470014522,0.86875,0.51374461,227,227,"AHM;CMD;DD_0;EXT;MSP;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","3.3196;2.3255;10.9505;10.2042;0;28.8678;2.0187;8.0285;16.8483;6.6024;10.8345;0","0.0642;11.6448;11.5706;5.4293;0;15.1687;1.7818;11.8028;6.9268;1.9732;33.6378;0","LQ",3,0.720693105190887
"Agrochola bicolorago",1790013,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrochola","Agrochola_bicolorago.csv",0.804219613886973,0.0789212680188746,0.92175,0.61303803,1012,1005,"AHM;CMD;CMI;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","22.2791;0;0;19.538;7.5429;6.3065;0.1428;0.0219;15.4747;0.0687;5.0114;11.1959;12.4182","6.7702;11.308;1.2404;13.4919;5.955;4.8192;2.3638;1.4985;13.7784;1.2239;10.3465;4.5416;22.6626","P",2.5,0.773068962791039
"Agromyza aristata",1554872,"Animalia","Arthropoda","Insecta","Diptera","Agromyzidae","Agromyza","Agromyza_aristata.csv",0.645297425678878,0.124193599337252,0.49575,0.55760552,82,82,"AHM;CMD;EXT;Eref;MAP;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","1.2446;0.0166;6.6724;28.4085;1.2321;0;16.6413;5.9231;9.5736;25.1389;0.0125;0;5.1364","0.0126;0.2784;10.1631;29.2792;0.0746;1.7855;27.5223;0.2154;9.2791;15.5934;5.1406;0;0.6557","Q",1,0.672277567846101
"Agromyza vockerothi",1554986,"Animalia","Arthropoda","Insecta","Diptera","Agromyzidae","Agromyza","Agromyza_vockerothi.csv",0.726919934640523,0.0927429420842411,0.731,0.61843379,206,204,"AHM;CMD;CMI;DD18;DD_0;EMT;EXT;MWMT;PAS;PPT_sm;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","18.4821;2.582;1.8251;11.1775;8.9646;0.3192;0;0;0.4001;13.8565;11.4693;10.0181;0.8053;14.7223;0.3259;5.0519","6.1998;7.683;0.0704;13.0989;7.5521;3.1369;3.41;0;13.6826;7.8045;3.8442;8.7638;0.819;3.9776;7.5173;12.44","P",3,0.752074063207993
"Agrotis ipsilon",1771245,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis_ipsilon.csv",0.687055124210804,0.10731967316706,0.7605,0.61152142,1121,1108,"AHM;CMD;CMI;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;0;0.6322;2.2718;5.2012;29.7132;0;26.543;0;0.7277;3.8259;0;31.0848;0;0","0;7.791;9.1103;2.3147;0.4872;2.2486;0;2.3421;0;0.0304;0.3577;3.7329;71.5852;0;0","Q",1.5,0.701729917852013
"Agrotis subterranea",1771094,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis_subterranea.csv",0.748750496083857,0.105175428340858,0.865,0.54196473,501,494,"AHM;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","0.6952;3.7491;3.1978;10.9787;1.218;7.6869;26.4553;1.4437;2.3829;19.4082;2.3099;0.0358;15.0744;5.3642","0.4085;1.3386;1.2205;0.7925;16.0195;2.4632;26.4204;1.6801;2.9918;29.6122;1.4596;3.0125;1.5236;11.057","H",0.5,0.825643281690314
"Aidemona azteca",1705455,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Aidemona","Aidemona_azteca.csv",0.746378237024104,0.232434556479722,0.79425,0.5468898,359,326,"AHM;CMD;CMI;DD_0;EMT;EXT;Eref;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP;eFFP","8.3345;9.8073;0.416;3.0936;0.177;9.5596;0.0782;1.9808;0.2228;1.0406;0.8839;2.2782;20.1073;9.6777;2.7271;21.9581;7.5311;0.1263","5.0508;4.0839;2.5974;0.8393;0.0717;3.1615;2.1511;1.2756;0.5518;4.0251;2.7191;1.8506;34.9122;4.1837;1.8118;27.6826;1.2781;1.7538","P",0.5,0.800940153205998
"Aimophila ruficeps",2491961,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Aimophila","Aimophila_ruficeps.csv",0.74734756142956,0.102509941448103,0.935,0.5811283,6933,6914,"AHM;CMD;DD_0;EXT;Eref;MAP;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","0.214;17.2612;28.384;0;0.1228;12.2668;0.0254;0.0416;0;0.0189;9.7547;12.5358;0;0;15.497;3.8779","0.0442;24.4431;20.3866;0;0.0078;12.3606;0.0011;0.043;0.5912;0.0076;10.7777;19.6678;0;0;11.0955;0.5738","H",1.5,0.830264951766462
"Aix galericulata",2498388,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","Aix_galericulata.csv",0.749840783314436,0.234429847924325,0.73275,0.52913441,197,195,"AHM;CMD;DD18;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_wt;RH;SHM;bFFP","13.5368;4.4188;13.8856;9.4786;3.3225;0;10.1812;0.1383;6.0353;1.5627;7.8623;5.0725;0.6874;23.8179","1.2106;2.0201;5.0754;4.023;1.8589;2.4501;6.4512;22.0502;3.2212;1.397;10.468;2.9241;11.0879;25.7624","P",0.5,0.852450980392157
"Aix sponsa",2498387,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","Aix_sponsa.csv",0.739278291160655,0.0547168465940766,0.92225,0.5383971,68261,67770,"AHM;CMD;CMI;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","6.0989;39.5567;0;10.3964;0.2499;0.4217;10.9463;2.1086;0.9058;3.1192;10.0288;0.611;1.2872;14.2695","3.9294;25.0054;0;19.0144;9.742;2.0252;3.6769;1.255;0.4797;2.9041;2.492;8.9995;1.5887;18.8877","P",1,0.790908332568868
"Alaus oculatus",1162072,"Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Alaus","Alaus_oculatus.csv",0.771078495308611,0.0645055076615545,0.92375,0.60228501,2250,2234,"AHM;CMD;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.891;0.3312;6.7807;16.0461;0.7042;5.6291;14.5426;7.4343;19.2766;24.4291;3.1497;0.7854;0","0.1047;0.3088;10.5931;16.3985;0.0694;3.1281;3.2282;3.5939;7.3684;53.5845;1.536;0.0865;0","H",1.5,0.801959648252159
"Alca torda",8277073,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Alca","Alca_torda.csv",0.81744942305073,0.0906964547066104,0.8455,0.57220977,3995,1180,"AHM;CMD;CMI;DD_0;EXT;MAP;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;5.7675;18.922;0.6803;16.165;0.0374;3.7224;12.3015;0;0;1.3431;19.2786;5.8515;15.9306","0;0.8039;5.3927;0.048;18.21;0.0769;0.18;17.5545;0.0484;0;0.1846;50.8036;1.0466;5.6508","LQHP",3,0.884758924628919
"Alces alces",2440940,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Alces","Alces_alces.csv",0.70991391844814,0.130877138210952,0.8775,0.56026669,3376,3351,"AHM;CMD;DD18;EMT;EXT;Eref;MCMT;NFFD;PAS;PPT_at;PPT_sm;PPT_sp;RH;SHM;Tave_at;Tave_sp;bFFP;eFFP","13.1717;5.7816;7.9298;5.1325;5.4844;5.6986;1.794;6.796;13.1328;8.2895;1.9894;7.2341;1.224;0.8261;8.5096;4.572;2.2273;0.2067","3.6244;13.7628;17.4647;6.4831;5.2636;0.8069;13.4205;3.7981;20.2947;2.657;1.0387;2.0206;4.0485;0.3614;0.7874;3.193;0.1859;0.7887","P",0.5,0.779827956473547
"Alcis porcelaria",5143492,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Alcis","Alcis_porcelaria.csv",0.738928116325578,0.07065344565323,0.91925,0.62956049,862,851,"AHM;CMD;CMI;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","21.385;5.8249;0.2317;18.3523;0.1923;14.1418;0.4194;0.607;15.8325;1.6277;0;15.0034;6.3821","12.4435;11.344;0.0376;15.5845;12.6334;3.7018;1.8798;0.3696;9.8522;3.4041;4.4726;3.2213;21.0555","P",3,0.713665221957468
"Alligator mississippiensis",2441370,"Animalia","Chordata","Reptilia","Crocodylia","Alligatoridae","Alligator","Alligator_mississippiensis.csv",0.74798758676771,0.129890280254237,0.94975,0.5765985,2576,2448,"AHM;CMD;DD_0;EXT;Eref;MAP;MSP;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM","0.7637;15.646;0;2.9529;1.6372;0.1552;5.282;0;15.0351;31.9841;1.0825;3.7846;18.7023;2.6373;0.337","0.0542;4.5841;0.1163;4.1406;2.2475;0.3582;24.0669;0.1055;8.0085;50.1831;0.9914;2.6266;0.8938;0.431;1.1923","LQHP",1.5,0.871163060720535
"Allograpta exotica",1540979,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Allograpta","Allograpta_exotica.csv",0.791552130963304,0.123589375097856,0.76775,0.58900942,267,259,"AHM;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP","4.5146;0;1.9081;4.2167;16.2026;0;0;1.6143;5.5176;3.9566;1.6326;1.1273;0;59.3095","4.7255;0;0.0662;0.1217;6.5736;0;0;0.0455;2.4969;0.2992;25.1035;24.7518;0;35.8162","LQ",3,0.800003353749282
"Allograpta obliqua",1540915,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Allograpta","Allograpta_obliqua.csv",0.731104466026452,0.0975476370073425,0.836,0.51150564,1839,1801,"AHM;CMD;DD18;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.1488;19.7995;7.3121;5.235;4.6174;2.4992;1.1872;0.2664;1.4925;1.3063;2.735;9.878;4.1484;13.7777;25.5964","0.2264;2.2403;7.0604;0.5888;0.7506;1.5791;16.6987;2.6438;0.9442;0.6315;7.3099;29.2622;9.3931;8.1592;12.512","LQHP",0.5,0.82399105732163
"Alopochen aegyptiaca",2498252,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Alopochen","Alopochen_aegyptiaca.csv",0.78541620342362,0.169237138589377,0.85775,0.54688608,1210,1191,"AHM;CMD;DD18;DD_0;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0;27.8634;0.4507;0.043;9.2524;0;2.5942;0.2561;0;5.1345;0;11.5422;0.2056;1.2914;41.3665","0;16.4473;0.0855;0.0135;5.8648;0;2.1159;0.007;0;0.3544;0;7.5789;0.0493;0.7342;66.749","LQ",1,0.889319668245493
"Alsophila pometaria",5143952,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Alsophila","Alsophila_pometaria.csv",0.71397413981217,0.0842119159074274,0.79275,0.60569544,343,341,"AHM;CMD;CMI;DD_0;EXT;MSP;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","0.8765;9.0448;20.9194;7.4204;6.3233;5.889;6.2975;2.3631;9.7999;0.4857;3.9224;24.0451;2.613","0.072;7.9767;2.46;3.104;11.2778;0.8131;3.4411;1.4174;6.653;1.085;38.6948;12.2901;10.715","LQHP",0.5,0.809486682116293
"Alypia octomaculata",1776476,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Alypia","Alypia_octomaculata.csv",0.668523628098228,0.115598428242323,0.7225,0.59329345,1968,1962,"AHM;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;bFFP","0;9.5886;0;2.035;0;0;0;0.1832;7.7261;70.3611;10.106","2e-04;4.3753;0;0.1271;0;0;0;0.012;2.2122;89.6141;3.6591","LQ",3,0.704466444017922
"Amazona amazonica",2479666,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","Amazona_amazonica.csv",0.904778738418444,0.0448885253874215,0.80025,0.48804225,96,54,"AHM;CMD;EXT;Eref;PAS;PPT_sp;PPT_wt;RH;SHM","0.1403;0.9818;0;38.2889;0;6.0309;0.9818;53.5764;0","0.0943;0.0892;0;2.107;10.2852;6.1614;1.3147;79.8562;0.0922","LQH",0.5,0.98715651135006
"Amazona finschi",2479669,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","Amazona_finschi.csv",0.787965638176097,0.182392180352475,0.77425,0.61495336,923,895,"AHM;CMD;DD_0;DD_18;EMT;EXT;Eref;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP;eFFP","0.5326;0.1424;0;0;0;31.3764;0;24.6207;0.0772;0;1.9728;0.1966;0;2.801;0;32.5377;0;5.7426","2.9127;1.5306;0;0;9.9743;10.9432;0;5.4103;49.2624;0;1.1938;1.7928;1.6468;4.196;6.2742;2.9062;0;1.9566","Q",1.5,0.815235863833342
"Amazona oratrix",2479646,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","Amazona_oratrix.csv",0.76109289504781,0.086612032606924,0.901,0.58132209,929,708,"AHM;CMD;DD_0;EMT;EXT;Eref;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_sp;bFFP;eFFP","0;0;0;1.1184;14.0337;0.6573;0;0;0;0.1503;9.6563;0.7835;62.1441;0.6626;0.9804;1.5745;8.2389","0;0;0;0.9547;9.8006;0.0342;0;0;0;0.0932;4.6421;0.0239;49.6724;0.0857;1.7564;0.0809;32.856","Q",3,0.80498277893592
"Amazona viridigenalis",2479665,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","Amazona_viridigenalis.csv",0.804756238776308,0.126051762266552,0.7025,0.58191963,700,678,"AHM;CMD;DD_18;EMT;EXT;Eref;MWMT;NFFD;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;Tave_at;bFFP","4.2316;0;0;61.9533;9.5525;17.6457;0;0;0;0;5.2928;0;1.3242;0;0;0","1.0078;1.9635;0;77.7092;1.9959;7.2848;0;0;0;0;0.9367;0.5561;4.3929;4.1531;0;0","LQ",2.5,0.86945687723851
"Amblyomma americanum",2184301,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma","Amblyomma_americanum.csv",0.747380414017555,0.116890303931973,0.85025,0.62178918,803,794,"AHM;CMI;DD_0;EXT;MSP;MWMT;PAS;PPT_at;PPT_sp;PPT_wt;RH;SHM;bFFP","11.8469;11.6348;8.6582;4.4181;0;1.606;21.8925;0.4297;10.5075;4.8988;7.1439;0.4763;16.4872","28.4926;4.5842;2.1867;5.5351;0;13.5631;17.9952;0.0656;7.2097;0.4445;5.8174;3.6868;10.4191","P",2.5,0.749421194032533
"Amblyscirtes celia",4301809,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Amblyscirtes","Amblyscirtes_celia.csv",0.867127803484518,0.0854969885678185,0.90725,0.59665622,205,205,"EMT;EXT;Eref;MWMT;PAS;PPT_at;PPT_sm;PPT_wt;RH;SHM;Tave_at;bFFP","4.3833;8.4111;8.2451;3.7757;1.9005;25.199;11.3556;20.9463;4.6607;2.8179;1.0095;7.2953","0.1554;10.6023;5.4112;0.7349;4.0696;41.3804;8.8506;9.6855;3.773;1.5189;0.2006;13.6176","LQHP",1,0.870917163088682
"Ambystoma gracile",2431998,"Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma","Ambystoma_gracile.csv",0.845623122236914,0.0645765283474258,0.9245,0.49950089,370,358,"AHM;CMD;DD18;DD_0;EXT;MSP;PAS;PPT_sp;RH;SHM;Tave_sp;bFFP","0;43.1959;2.9908;1.0317;7.2882;10.9194;0;0;0;0;0;34.574","0;25.3297;10.7812;0.3681;1.2181;7.5082;0;0;1.1057;0;0;53.689","LQ",1.5,0.853804203245544
"Ambystoma laterale",2432014,"Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma","Ambystoma_laterale.csv",0.778928419623243,0.124148244485571,0.87825,0.53747199,1274,1272,"AHM;CMD;DD18;EXT;MSP;PAS;PPT_at;PPT_sp;RH;SHM;Tave_at","9.3582;8.8497;9.7969;7.0285;5.0599;15.4416;1.2398;12.2593;3.8048;14.6622;12.4995","8.6739;6.4035;10.8346;6.4518;0.3882;3.7363;3.9778;9.1097;2.5677;9.3799;38.4765","LQH",0.5,0.834667638507
